Order ID,Date,Product,Price,Quantity,Purchase Type,Payment Method,Manager,City,Revenue,Profit,Profit Margin,AI_Result,AI_Anomaly
10661,2023-05-26,Chicken Sandwiches,9.95,221.11,In-store,Cash,Joao Silva,Lisbon,2200.0445,2190.0945,0.995477364,1,Normal
10662,2023-05-27,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,2199.9913,2196.5013,0.99841363,1,Normal
10663,2023-05-28,Beverages,2.95,745.76,In-store,Cash,Joao Silva,Lisbon,2199.992,2197.042,0.998659086,1,Normal
10664,2023-05-29,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,999.996,995.006,0.99500998,1,Normal
10665,2023-05-30,Burgers,12.99,646.65,In-store,Cash,Joao Silva,Lisbon,8399.9835,8386.9935,0.998453568,1,Normal
10666,2023-05-31,Chicken Sandwiches,9.95,221.11,In-store,Cash,Joao Silva,Lisbon,2200.0445,2190.0945,0.995477364,1,Normal
10667,2023-06-01,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,2199.9913,2196.5013,0.99841363,1,Normal
10668,2023-06-02,Beverages,2.95,745.76,In-store,Cash,Joao Silva,Lisbon,2199.992,2197.042,0.998659086,1,Normal
10669,2023-06-03,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,999.996,995.006,0.99500998,1,Normal
10670,2023-06-04,Burgers,12.99,677.44,In-store,Cash,Joao Silva,Lisbon,8799.9456,8786.9556,0.998523855,1,Normal
10671,2023-06-05,Chicken Sandwiches,9.95,221.11,In-store,Cash,Joao Silva,Lisbon,2200.0445,2190.0945,0.995477364,1,Normal
10672,2023-06-06,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,2199.9913,2196.5013,0.99841363,1,Normal
10673,2023-06-07,Beverages,2.95,745.76,In-store,Cash,Joao Silva,Lisbon,2199.992,2197.042,0.998659086,1,Normal
10674,2023-06-08,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,999.996,995.006,0.99500998,1,Normal
10675,2023-06-09,Burgers,12.99,677.44,In-store,Cash,Joao Silva,Lisbon,8799.9456,8786.9556,0.998523855,1,Normal
10676,2023-06-10,Chicken Sandwiches,9.95,241.21,In-store,Cash,Joao Silva,Lisbon,2400.0395,2390.0895,0.995854235,-1,Unusual
10677,2023-06-11,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,2199.9913,2196.5013,0.99841363,1,Normal
10678,2023-06-12,Beverages,2.95,745.76,In-store,Cash,Joao Silva,Lisbon,2199.992,2197.042,0.998659086,1,Normal
10679,2023-06-13,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,999.996,995.006,0.99500998,1,Normal
10680,2023-06-14,Burgers,12.99,646.65,In-store,Cash,Joao Silva,Lisbon,8399.9835,8386.9935,0.998453568,1,Normal
10681,2023-06-15,Chicken Sandwiches,9.95,241.21,In-store,Cash,Joao Silva,Lisbon,2400.0395,2390.0895,0.995854235,-1,Unusual
10682,2023-06-16,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,2199.9913,2196.5013,0.99841363,1,Normal
10683,2023-06-17,Beverages,2.95,677.97,In-store,Cash,Joao Silva,Lisbon,2000.0115,1997.0615,0.998525008,1,Normal
10684,2023-06-18,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,999.996,995.006,0.99500998,1,Normal
10685,2023-06-19,Burgers,12.99,677.44,In-store,Cash,Joao Silva,Lisbon,8799.9456,8786.9556,0.998523855,1,Normal
10686,2023-06-20,Chicken Sandwiches,9.95,241.21,In-store,Cash,Joao Silva,Lisbon,2400.0395,2390.0895,0.995854235,-1,Unusual
10687,2023-06-21,Fries,3.49,630.37,In-store,Cash,Walter Muller,Berlin,2199.9913,2196.5013,0.99841363,1,Normal
10688,2023-06-22,Beverages,2.95,677.97,In-store,Cash,Walter Muller,Berlin,2000.0115,1997.0615,0.998525008,1,Normal
10689,2023-06-23,Sides & Other,4.99,200.4,In-store,Cash,Walter Muller,Berlin,999.996,995.006,0.99500998,1,Normal
10690,2023-06-24,Burgers,12.99,677.44,In-store,Cash,Walter Muller,Berlin,8799.9456,8786.9556,0.998523855,1,Normal
10691,2023-06-25,Chicken Sandwiches,9.95,261.31,In-store,Cash,Walter Muller,Berlin,2600.0345,2590.0845,0.996173128,-1,Unusual
10692,2023-06-26,Fries,3.49,630.37,In-store,Cash,Walter Muller,Berlin,2199.9913,2196.5013,0.99841363,1,Normal
10693,2023-06-27,Beverages,2.95,677.97,In-store,Cash,Walter Muller,Berlin,2000.0115,1997.0615,0.998525008,1,Normal
10694,2023-06-28,Sides & Other,4.99,200.4,In-store,Cash,Walter Muller,Berlin,999.996,995.006,0.99500998,1,Normal
10695,2023-06-29,Burgers,12.99,692.84,In-store,Cash,Walter Muller,Berlin,8999.9916,8987.0016,0.998556665,1,Normal
10696,2023-06-30,Chicken Sandwiches,9.95,281.41,In-store,Cash,Walter Muller,Berlin,2800.0295,2790.0795,0.996446466,-1,Unusual
10697,2023-07-01,Fries,3.49,630.37,In-store,Cash,Walter Muller,Berlin,2199.9913,2196.5013,0.99841363,1,Normal
10698,2023-07-02,Beverages,2.95,677.97,In-store,Cash,Walter Muller,Berlin,2000.0115,1997.0615,0.998525008,1,Normal
10699,2023-07-03,Sides & Other,4.99,200.4,In-store,Cash,Walter Muller,Berlin,999.996,995.006,0.99500998,1,Normal
10700,2023-07-04,Burgers,12.99,692.84,In-store,Cash,Walter Muller,Berlin,8999.9916,8987.0016,0.998556665,1,Normal
10701,2023-07-05,Chicken Sandwiches,9.95,281.41,In-store,Cash,Walter Muller,Berlin,2800.0295,2790.0795,0.996446466,-1,Unusual
10702,2023-07-06,Fries,3.49,630.37,In-store,Cash,Walter Muller,Berlin,2199.9913,2196.5013,0.99841363,1,Normal
10703,2023-07-07,Beverages,2.95,677.97,In-store,Gift Card,Walter Muller,Berlin,2000.0115,1997.0615,0.998525008,1,Normal
10704,2023-07-08,Sides & Other,4.99,200.4,Drive-thru,Gift Card,Walter Muller,Berlin,999.996,995.006,0.99500998,1,Normal
10705,2023-07-09,Burgers,12.99,723.63,Drive-thru,Gift Card,Walter Muller,Berlin,9399.9537,9386.9637,0.998618078,-1,Unusual
10706,2023-07-10,Chicken Sandwiches,9.95,301.51,Drive-thru,Gift Card,Walter Muller,Berlin,3000.0245,2990.0745,0.99668336,-1,Unusual
10707,2023-07-11,Fries,3.49,630.37,Drive-thru,Gift Card,Walter Muller,Berlin,2199.9913,2196.5013,0.99841363,1,Normal
10708,2023-07-12,Beverages,2.95,677.97,Drive-thru,Gift Card,Walter Muller,Berlin,2000.0115,1997.0615,0.998525008,1,Normal
10709,2023-07-13,Sides & Other,4.99,200.4,Drive-thru,Gift Card,Walter Muller,Berlin,999.996,995.006,0.99500998,1,Normal
10710,2023-07-14,Burgers,12.99,754.43,Drive-thru,Gift Card,Walter Muller,Berlin,9800.0457,9787.0557,0.998674496,-1,Unusual
10711,2023-07-15,Chicken Sandwiches,9.95,281.41,Drive-thru,Gift Card,Walter Muller,Berlin,2800.0295,2790.0795,0.996446466,-1,Unusual
10712,2023-07-16,Fries,3.49,630.37,Drive-thru,Gift Card,Walter Muller,Berlin,2199.9913,2196.5013,0.99841363,1,Normal
10713,2023-07-17,Beverages,2.95,677.97,Drive-thru,Gift Card,Walter Muller,Berlin,2000.0115,1997.0615,0.998525008,1,Normal
